regime,strategy,horizon_years,paths,median_cagr,p10_cagr,p01_cagr,prob_beat_1x,prob_dd_gt_50,prob_dd_gt_70,prob_dd_gt_90,median_max_dd,p10_max_dd,prob_terminal_below_start,prob_terminal_below_0p1
lost_decade_empirical,MKT_1x,10,2500,0.04383928542685289,-0.030268766478111882,-0.08689715810623008,0.0,0.2604,0.0216,0.0004,-0.41369827036090157,-0.5922545905857948,0.2248,0.0004
lost_decade_empirical,MKT_1x,20,2500,0.04392031486836889,-0.00881252205386258,-0.047034054014066344,0.0,0.4904,0.0796,0.0012,-0.4965473286146973,-0.6794664290220337,0.1412,0.0
lost_decade_empirical,MKT_1x,40,2500,0.04377963239429428,0.004635155997062723,-0.025010380300881353,0.0,0.7576,0.1992,0.006,-0.5842864035931226,-0.7600096295103476,0.0764,0.0004
lost_decade_empirical,LETF_1p5_BH,10,2500,0.016084503419901086,-0.09272256724054248,-0.17350935767600031,0.1732,0.7488,0.286,0.0148,-0.6104428482237463,-0.8030544330575744,0.424,0.004
lost_decade_empirical,LETF_1p5_BH,20,2500,0.015369825647657875,-0.06159514469100674,-0.11773881654055413,0.0932,0.946,0.5684,0.0928,-0.7242168986382935,-0.8944903899384283,0.3884,0.014
lost_decade_empirical,LETF_1p5_BH,40,2500,0.015326551008162825,-0.041481180425815736,-0.08407240821705185,0.0296,0.9976,0.8388,0.2684,-0.8316278609828731,-0.9560289088455688,0.354,0.056
lost_decade_empirical,LETF_2x_BH,10,2500,-0.009918077659279823,-0.15026556068291846,-0.2509502929175587,0.1844,0.946,0.6168,0.1204,-0.7473545721542509,-0.9088237616895077,0.5356,0.032
lost_decade_empirical,LETF_2x_BH,20,2500,-0.011203849951630485,-0.1114168895458947,-0.18164219684678345,0.108,0.9988,0.8772,0.3604,-0.8605964773197561,-0.9673936541105647,0.5468,0.1052
lost_decade_empirical,LETF_2x_BH,40,2500,-0.010211983685477655,-0.08447817266440999,-0.14122900570078253,0.0372,1.0,0.9884,0.6852,-0.9423023201535046,-0.993473189597154,0.572,0.2148
lost_decade_empirical,LETF_3x_BH,10,2500,-0.07794280539075915,-0.27323614360528986,-0.399465565924437,0.1512,0.9988,0.9304,0.528,-0.9076742298052884,-0.9848261881619751,0.6792,0.2088
lost_decade_empirical,LETF_3x_BH,20,2500,-0.08032763560103579,-0.22053971473448816,-0.31600983095704194,0.0692,1.0,0.9964,0.836,-0.9738892956813352,-0.9980254642542679,0.7412,0.3964
lost_decade_empirical,LETF_3x_BH,40,2500,-0.08002634042760343,-0.18654617754028285,-0.2631211034680913,0.0176,1.0,1.0,0.9792,-0.9969799665926231,-0.9999488069492825,0.8232,0.6112
lost_decade_empirical,LETF_S9_35_12,10,2500,0.018126199921123187,-0.09244838321414925,-0.15446755979315366,0.352,0.8656,0.2988,0.0024,-0.6304901497628063,-0.793283593938531,0.4192,0.0
lost_decade_empirical,LETF_S9_35_12,20,2500,0.021071012343487627,-0.05715649815561321,-0.12108246662792735,0.2944,0.9896,0.6268,0.0736,-0.7436628502411748,-0.8839599003038109,0.3744,0.0156
lost_decade_empirical,LETF_S9_35_12,40,2500,0.02308750560816908,-0.03670106940934707,-0.08320759020159374,0.2464,1.0,0.8908,0.266,-0.8386546583490435,-0.9489039178097729,0.316,0.0432
lost_decade_empirical,LETF_S9_35_0,10,2500,0.04385825843149116,-0.0559243138187367,-0.11903366043294704,0.5384,0.6456,0.104,0.0,-0.5440274276636785,-0.703646536545463,0.3036,0.0
lost_decade_empirical,LETF_S9_35_0,20,2500,0.04692183233289671,-0.02474394019199598,-0.07879372663176183,0.5384,0.9076,0.3204,0.0068,-0.6431345031077152,-0.8002352999861303,0.2144,0.0008
lost_decade_empirical,LETF_S9_35_0,40,2500,0.04865079860842514,-0.006083751128431358,-0.0441832220457071,0.5784,0.9944,0.6008,0.058,-0.7270349969690187,-0.8733669218247515,0.1264,0.0036
lost_decade_empirical,FUT_VOL25,10,2500,0.006954059184185901,-0.11896035741783818,-0.204975148398685,0.2476,0.8908,0.4312,0.0384,-0.6751766649292917,-0.8561695012612179,0.4732,0.0096
lost_decade_empirical,FUT_VOL25,20,2500,0.005715141560985071,-0.08051667310440594,-0.14757850896504843,0.1708,0.9928,0.7432,0.1936,-0.7960531419083818,-0.9308218129154378,0.4628,0.0456
lost_decade_empirical,FUT_VOL25,40,2500,0.006229439330744269,-0.05935925208870702,-0.10922726584038257,0.086,1.0,0.9536,0.4844,-0.8960281215791215,-0.9786397024378891,0.454,0.1192
lost_decade_empirical,FUT_35_12,10,2500,0.0287386621051402,-0.08462541961131795,-0.14915093048719175,0.422,0.848,0.2628,0.0012,-0.6179718198175164,-0.7798315822601471,0.3844,0.0
lost_decade_empirical,FUT_35_12,20,2500,0.03152718759131945,-0.0483180556684503,-0.1133766778561694,0.3964,0.984,0.5776,0.0556,-0.7274938647325251,-0.8683982615032507,0.3216,0.0108
lost_decade_empirical,FUT_35_12,40,2500,0.03364101618667459,-0.027192113653168905,-0.07498877109340638,0.3804,0.9992,0.8592,0.2128,-0.8174416702578053,-0.9379441156167581,0.2392,0.0252
lost_decade_empirical,FUT_35_0,10,2500,0.051740737423699,-0.05014045206157721,-0.11491029125151275,0.5864,0.6244,0.0916,0.0,-0.5358833206335416,-0.6947837981203395,0.2752,0.0
lost_decade_empirical,FUT_35_0,20,2500,0.05495926324924372,-0.017808661693603366,-0.07332354277404554,0.6096,0.8924,0.2916,0.0048,-0.63157466365671,-0.7876544878596544,0.1792,0.0004
lost_decade_empirical,FUT_35_0,40,2500,0.05697739029021076,0.0006819587164769609,-0.038364741803754036,0.6684,0.9932,0.5548,0.0416,-0.7146008476601697,-0.8608166273206784,0.0968,0.0028
lost_decade_empirical,FUT_40_0,10,2500,0.05013093819437109,-0.05734486745646409,-0.12786072067210308,0.5792,0.7036,0.1344,0.0004,-0.5607877109725672,-0.7203585199882869,0.2916,0.0
lost_decade_empirical,FUT_40_0,20,2500,0.054367597698433356,-0.02327319332518124,-0.08035498490371781,0.5952,0.936,0.3748,0.0144,-0.6622370943198179,-0.8151893301111468,0.1964,0.002
lost_decade_empirical,FUT_40_0,40,2500,0.05564839416791001,-0.0034850620586260204,-0.04533986855627224,0.646,0.9968,0.6616,0.0764,-0.7476105778027071,-0.8866623262125514,0.1144,0.0044
lost_decade_empirical,FUT_2x_200DMA,10,2500,0.05391995175978104,-0.03334890856247817,-0.09735835618116456,0.6144,0.3688,0.0504,0.0,-0.45785494175692154,-0.6364256888726646,0.2304,0.0
lost_decade_empirical,FUT_2x_200DMA,20,2500,0.056815370835810564,-0.007027800365378467,-0.05821803770797425,0.6552,0.668,0.1516,0.002,-0.5519560289424332,-0.7386365374879407,0.1328,0.0
lost_decade_empirical,FUT_2x_200DMA,40,2500,0.05761929302683888,0.009689553807364183,-0.02835715608478819,0.7188,0.904,0.334,0.0128,-0.6452847560493611,-0.8104656527731725,0.0636,0.0
high_rate_low_return,MKT_1x,10,2500,0.09242012925448428,0.012688399000530093,-0.05927187770792637,0.0,0.1672,0.0116,0.0,-0.3746928595307547,-0.5459774982634398,0.0764,0.0
high_rate_low_return,MKT_1x,20,2500,0.09062744917769272,0.03305920463827168,-0.016970459320609164,0.0,0.3324,0.0288,0.0,-0.44504048690577896,-0.6159717405651378,0.0276,0.0
high_rate_low_return,MKT_1x,40,2500,0.09185687250004448,0.05121832182701784,0.017167910850819267,0.0,0.5604,0.0568,0.0,-0.5171152034668824,-0.6657438722598982,0.0004,0.0
high_rate_low_return,LETF_1p5_BH,10,2500,0.0857303620051586,-0.032668198086487424,-0.13602159648799866,0.4304,0.628,0.1656,0.0076,-0.5449458639655802,-0.7434647478216401,0.1764,0.0004
high_rate_low_return,LETF_1p5_BH,20,2500,0.0831444973376706,-0.0028413243016673,-0.07856283753473248,0.3728,0.8768,0.3528,0.026,-0.641916563686135,-0.8255911650544133,0.1048,0.0032
high_rate_low_return,LETF_1p5_BH,40,2500,0.08483805554502133,0.024364824610008485,-0.026372976549964244,0.3488,0.9824,0.5868,0.0608,-0.7285625215174003,-0.8751791782619369,0.0352,0.0004
high_rate_low_return,LETF_2x_BH,10,2500,0.08276139662462367,-0.0771190369274333,-0.21084026575028564,0.4428,0.8788,0.442,0.0532,-0.6782166747685209,-0.8649672314979691,0.26,0.0112
high_rate_low_return,LETF_2x_BH,20,2500,0.07749315248603317,-0.0366560277044985,-0.13371599980564353,0.3904,0.9852,0.7304,0.1676,-0.7807198115372938,-0.9278034452049319,0.1948,0.0192
high_rate_low_return,LETF_2x_BH,40,2500,0.07973090035309927,-0.0007340698148753708,-0.06468357559842226,0.3688,0.9996,0.93,0.3412,-0.8569288760765053,-0.961799889438381,0.1028,0.016
high_rate_low_return,LETF_3x_BH,10,2500,0.05133588449724613,-0.18283674865536645,-0.36348859812730094,0.3836,0.99,0.8496,0.3544,-0.8530370279115779,-0.9701366961643076,0.4008,0.0772
high_rate_low_return,LETF_3x_BH,20,2500,0.04218745015937497,-0.12653352313002286,-0.260287651066355,0.3124,1.0,0.9772,0.6476,-0.9330728652061437,-0.9924803226192078,0.384,0.118
high_rate_low_return,LETF_3x_BH,40,2500,0.04484781713663144,-0.0734421209262669,-0.16423889121581264,0.2556,1.0,0.9996,0.8804,-0.9736801055315893,-0.998533362160423,0.3156,0.134
high_rate_low_return,LETF_S9_35_12,10,2500,0.11282429015238182,-0.018673167739256657,-0.106372644005309,0.6324,0.6316,0.098,0.0,-0.5383846840439237,-0.6990337528707314,0.1488,0.0
high_rate_low_return,LETF_S9_35_12,20,2500,0.11143452550563959,0.0167091544621625,-0.05904418989098835,0.6848,0.8912,0.2556,0.0064,-0.6223747016392259,-0.7731834678667548,0.0684,0.0008
high_rate_low_return,LETF_S9_35_12,40,2500,0.11397803602666712,0.04760317654244128,-0.008284781123969307,0.774,0.9892,0.4792,0.0212,-0.6937870672330068,-0.8302936955470231,0.0148,0.0004
high_rate_low_return,LETF_S9_35_0,10,2500,0.11799154073336071,-0.006517120960160648,-0.08751898705566219,0.6628,0.4712,0.0472,0.0,-0.4927057545448197,-0.6446562017929731,0.1152,0.0
high_rate_low_return,LETF_S9_35_0,20,2500,0.1166961827460794,0.02773171898907565,-0.03762711779336907,0.7168,0.7652,0.1428,0.0004,-0.5717727377481816,-0.7261431968094284,0.0456,0.0
high_rate_low_return,LETF_S9_35_0,40,2500,0.12034980868932321,0.05570061345592077,0.0073088988423739365,0.7888,0.9544,0.3004,0.0044,-0.6421326251220125,-0.782792848987717,0.0068,0.0
high_rate_low_return,FUT_VOL25,10,2500,0.10882748803979514,-0.025492824100046975,-0.13055569423271599,0.6092,0.6844,0.166,0.004,-0.5648215597618835,-0.7515582951353453,0.1468,0.0
high_rate_low_return,FUT_VOL25,20,2500,0.10506600156451251,0.010909450244133567,-0.07103502699611151,0.6416,0.906,0.378,0.0244,-0.6578307449420291,-0.8185254235286826,0.0752,0.0024
high_rate_low_return,FUT_VOL25,40,2500,0.11015949927257485,0.040072396080163,-0.012518916271429857,0.7284,0.9916,0.616,0.0588,-0.7339631562644932,-0.8731846386826041,0.0192,0.0008
high_rate_low_return,FUT_35_12,10,2500,0.1255762613020298,-0.008406443535504647,-0.09946398628407087,0.7044,0.6024,0.0784,0.0,-0.5271934107268177,-0.6855362600152535,0.1204,0.0
high_rate_low_return,FUT_35_12,20,2500,0.12445502905364236,0.02752219773138893,-0.04905492034637347,0.7736,0.8696,0.218,0.0044,-0.6081850619253271,-0.7600450398017156,0.0508,0.0004
high_rate_low_return,FUT_35_12,40,2500,0.12700260525488705,0.05899795252931776,0.0023466004873294805,0.8668,0.9832,0.4172,0.0164,-0.6771353275191176,-0.811628179751342,0.0088,0.0
high_rate_low_return,FUT_35_0,10,2500,0.1282806136769007,0.0014848809484497199,-0.08117726576478713,0.7172,0.4436,0.042,0.0,-0.4861490449176066,-0.6366750364106684,0.0976,0.0
high_rate_low_return,FUT_35_0,20,2500,0.12718693998546138,0.0363614420019472,-0.03185338200724203,0.7804,0.7368,0.1236,0.0,-0.5644964311589431,-0.7145662026121558,0.036,0.0
high_rate_low_return,FUT_35_0,40,2500,0.13087040057025168,0.06425099331598953,0.014681014053427062,0.8608,0.9452,0.2632,0.0028,-0.6312762769038618,-0.7721151983287103,0.0044,0.0
high_rate_low_return,FUT_40_0,10,2500,0.1294412964278504,-0.002108628304525305,-0.08993956837154131,0.7132,0.538,0.0644,0.0004,-0.5102484499377594,-0.6679189643898303,0.1064,0.0
high_rate_low_return,FUT_40_0,20,2500,0.129034088372445,0.03162906985737026,-0.03917927985916563,0.772,0.8256,0.1856,0.0012,-0.5923718923389191,-0.7445234367424651,0.0412,0.0
high_rate_low_return,FUT_40_0,40,2500,0.13229022626669074,0.06184410593425538,0.010303126917359908,0.854,0.9748,0.3656,0.0072,-0.6653160683531908,-0.8000565045031259,0.006,0.0
high_rate_low_return,FUT_2x_200DMA,10,2500,0.11563709448689086,0.004535016951180615,-0.06860045372715498,0.688,0.3156,0.0228,0.0,-0.44395530308648856,-0.6021508599040819,0.0912,0.0
high_rate_low_return,FUT_2x_200DMA,20,2500,0.11451019168098886,0.03577553250028338,-0.02165830292314037,0.7488,0.584,0.0704,0.0012,-0.5235505971052545,-0.6751965389260761,0.0284,0.0
high_rate_low_return,FUT_2x_200DMA,40,2500,0.11878183941980724,0.05994795423626249,0.020657218941799442,0.8096,0.8424,0.1648,0.0024,-0.5927245000962164,-0.7342805162822653,0.0016,0.0
stagflation_stress,MKT_1x,10,2500,0.04869920969937236,-0.02974579447604134,-0.08659395193369052,0.0,0.2832,0.0232,0.0,-0.42424809907364247,-0.6067722093026691,0.2132,0.0
stagflation_stress,MKT_1x,20,2500,0.04934849437678601,-0.005250573625126608,-0.043370869248527386,0.0,0.5492,0.0832,0.0016,-0.515668237513184,-0.6891387518578671,0.124,0.0
stagflation_stress,MKT_1x,40,2500,0.050453573416719744,0.01371259060674317,-0.011462132168559366,0.0,0.8244,0.2036,0.0044,-0.6012687086463591,-0.754691246996967,0.0336,0.0004
stagflation_stress,LETF_1p5_BH,10,2500,0.01586561135038267,-0.09581794101384404,-0.17457784072934632,0.1488,0.808,0.33,0.0156,-0.6289752705270848,-0.8203760476380295,0.4288,0.0028
stagflation_stress,LETF_1p5_BH,20,2500,0.0175830166167652,-0.06182639047121425,-0.11580156433137737,0.0684,0.974,0.6328,0.0996,-0.7479661362863568,-0.8994260075768812,0.392,0.0168
stagflation_stress,LETF_1p5_BH,40,2500,0.019289754399658743,-0.03443356692490303,-0.0702036508859412,0.0128,0.9996,0.9016,0.304,-0.8509579515762822,-0.9520108295734105,0.3284,0.03
stagflation_stress,LETF_2x_BH,10,2500,-0.011046946619522047,-0.1545930732025278,-0.25250784091371364,0.1632,0.9716,0.672,0.1388,-0.7671927926351751,-0.9193766592680389,0.5372,0.0388
stagflation_stress,LETF_2x_BH,20,2500,-0.009682323645011148,-0.11142895194975226,-0.1806713594536379,0.0804,0.9996,0.9196,0.4176,-0.8777289380439445,-0.9697085972220868,0.5604,0.1096
stagflation_stress,LETF_2x_BH,40,2500,-0.007796076963632603,-0.07717130202912703,-0.1230435666712277,0.0188,1.0,0.998,0.7508,-0.9528877806590073,-0.9925529594552679,0.5596,0.1988
stagflation_stress,LETF_3x_BH,10,2500,-0.07942854161574098,-0.2745495369737352,-0.3990321646988721,0.1404,1.0,0.9528,0.5736,-0.9196189061800087,-0.9863735520811597,0.6716,0.214
stagflation_stress,LETF_3x_BH,20,2500,-0.07831358888791906,-0.217991945853415,-0.3083270285727783,0.0632,1.0,0.9996,0.8828,-0.9786905415423464,-0.9980681214521633,0.7476,0.398
stagflation_stress,LETF_3x_BH,40,2500,-0.07469414875349872,-0.17202222343406862,-0.23211771269464296,0.0108,1.0,1.0,0.9908,-0.9974118433896363,-0.999913425300469,0.8276,0.5992
stagflation_stress,LETF_S9_35_12,10,2500,0.02269942559847915,-0.09177206777574043,-0.16023334917505286,0.3488,0.9224,0.3604,0.0044,-0.656306092908179,-0.8085895065963071,0.4164,0.0012
stagflation_stress,LETF_S9_35_12,20,2500,0.02724107908863127,-0.05627907321948892,-0.11648596291167057,0.31,0.9972,0.7096,0.0868,-0.765932135870367,-0.8943439304271537,0.3324,0.0148
stagflation_stress,LETF_S9_35_12,40,2500,0.031815593563153444,-0.026260798788303685,-0.06739115002561799,0.2616,1.0,0.9468,0.2948,-0.851137595906382,-0.9479160016021103,0.2536,0.0212
stagflation_stress,LETF_S9_35_0,10,2500,0.07228090561207712,-0.029991396334292052,-0.09266025603870623,0.6824,0.5332,0.0444,0.0,-0.5079311578059218,-0.6595283466272057,0.1936,0.0
stagflation_stress,LETF_S9_35_0,20,2500,0.07950568071957886,0.0022671054075010365,-0.04731723702271676,0.7536,0.8448,0.1696,0.002,-0.5966776561419841,-0.7354265543000121,0.0912,0.0
stagflation_stress,LETF_S9_35_0,40,2500,0.08230653855467263,0.0289907877267761,-0.013588184089703113,0.8512,0.986,0.3788,0.0112,-0.6714167078205937,-0.8020654736864632,0.0216,0.0
stagflation_stress,FUT_VOL25,10,2500,-0.02690560656427915,-0.15716741191615707,-0.24619087486127547,0.0988,0.9628,0.6632,0.1192,-0.7592747310502778,-0.9095580439685985,0.5964,0.0336
stagflation_stress,FUT_VOL25,20,2500,-0.025794673099358012,-0.11560807917451928,-0.18004720454859097,0.0348,0.9988,0.9208,0.406,-0.8767762663317429,-0.9672531438527965,0.6384,0.1172
stagflation_stress,FUT_VOL25,40,2500,-0.022792113038399175,-0.08332589753420037,-0.12466955775072946,0.0028,1.0,0.9972,0.7624,-0.952907873914166,-0.9928066969109282,0.6796,0.2612
stagflation_stress,FUT_35_12,10,2500,0.03329382038908102,-0.08347684929685811,-0.1533798614630171,0.408,0.908,0.3296,0.0028,-0.6447647256670743,-0.7959878195188738,0.3792,0.0
stagflation_stress,FUT_35_12,20,2500,0.037933784840451845,-0.047043478999436825,-0.10870699590529555,0.4112,0.9936,0.6636,0.0664,-0.7502426756386711,-0.8827827768450517,0.2884,0.01
stagflation_stress,FUT_35_12,40,2500,0.04247771591117855,-0.01662211833864462,-0.058707292081256926,0.3928,1.0,0.9264,0.2364,-0.8352597564543036,-0.9369037636358276,0.1844,0.0112
stagflation_stress,FUT_35_0,10,2500,0.08044137205441815,-0.023984754045134025,-0.08786958904716143,0.7256,0.5024,0.0384,0.0,-0.5006200354767176,-0.6488677865450437,0.172,0.0
stagflation_stress,FUT_35_0,20,2500,0.08766233075636531,0.008580439757209369,-0.042720394190410606,0.812,0.822,0.1424,0.0012,-0.5862621156827625,-0.7236267025412578,0.0724,0.0
stagflation_stress,FUT_35_0,40,2500,0.09035859573210425,0.03598117443264413,-0.007600289375547271,0.906,0.9816,0.3264,0.008,-0.6590952063153592,-0.7899159369253378,0.0144,0.0
stagflation_stress,FUT_40_0,10,2500,0.08337201215148948,-0.02864196662875513,-0.09622755531344926,0.7252,0.6108,0.0656,0.0,-0.5280894868443265,-0.6756059843202996,0.1876,0.0
stagflation_stress,FUT_40_0,20,2500,0.09070540718108644,0.006343580585732124,-0.0500645423957629,0.8132,0.8968,0.214,0.0028,-0.6165639659170628,-0.7518435464052459,0.084,0.0004
stagflation_stress,FUT_40_0,40,2500,0.09275711587009028,0.035197059009989554,-0.010615467826691153,0.91,0.9908,0.454,0.0144,-0.6897881131181567,-0.81573797342505,0.0168,0.0
stagflation_stress,FUT_2x_200DMA,10,2500,0.1020383407677905,0.009474943356818933,-0.0397321504537648,0.8784,0.1044,0.0,0.0,-0.38912090522337994,-0.5014150316061624,0.07,0.0
stagflation_stress,FUT_2x_200DMA,20,2500,0.1058062478408126,0.04095294643196963,-0.00534207403584412,0.9576,0.2588,0.0056,0.0,-0.4440749992687026,-0.5610564815842806,0.0144,0.0
stagflation_stress,FUT_2x_200DMA,40,2500,0.10967737875172234,0.06279204989966121,0.023661957125366583,0.9936,0.494,0.0144,0.0,-0.4987588599133829,-0.6168732255735881,0.0004,0.0
ai_boom_high_vol,MKT_1x,10,2500,0.13171211756040457,0.03912659466148274,-0.033188876584742504,0.0,0.2104,0.0156,0.0,-0.4000229983400938,-0.565378549840814,0.0328,0.0
ai_boom_high_vol,MKT_1x,20,2500,0.1296453979812735,0.06600285583073548,0.015396573739499668,0.0,0.3924,0.0328,0.0,-0.47278165769781716,-0.6302856515451626,0.0044,0.0
ai_boom_high_vol,MKT_1x,40,2500,0.12909959098228796,0.08801565015697174,0.0500665803665039,0.0,0.6636,0.0708,0.0008,-0.5365758650147745,-0.6787386119654331,0.0004,0.0
ai_boom_high_vol,LETF_1p5_BH,10,2500,0.1487868721340987,0.008882164105584135,-0.09810452861669315,0.6716,0.6744,0.1844,0.0056,-0.5657809505153194,-0.7529872937924273,0.086,0.0004
ai_boom_high_vol,LETF_1p5_BH,20,2500,0.14520901057027835,0.04782714808349078,-0.026274391336620493,0.7264,0.9092,0.3604,0.0196,-0.6543173069252775,-0.8204165869616679,0.0264,0.0
ai_boom_high_vol,LETF_1p5_BH,40,2500,0.14427155130133984,0.08103309350910495,0.02500217980711508,0.8056,0.9952,0.6192,0.048,-0.7315599151872804,-0.8667135405067502,0.0012,0.0004
ai_boom_high_vol,LETF_2x_BH,10,2500,0.16482854118808,-0.02396090293230463,-0.15819297131086021,0.6688,0.8996,0.4832,0.0608,-0.6916498838344691,-0.8680204275696869,0.1396,0.0032
ai_boom_high_vol,LETF_2x_BH,20,2500,0.16079378581884685,0.02912589818503746,-0.06569904762154925,0.7164,0.9924,0.7556,0.1464,-0.7835349400192488,-0.9178620979769977,0.0616,0.0032
ai_boom_high_vol,LETF_2x_BH,40,2500,0.15899683710732515,0.07180315602460956,-0.0012668190743964907,0.7928,1.0,0.9516,0.2984,-0.854459365345257,-0.9523361063564643,0.0112,0.0004
ai_boom_high_vol,LETF_3x_BH,10,2500,0.16429870637174815,-0.1215871073335681,-0.3007783933039926,0.5816,0.9964,0.8588,0.3752,-0.8613627810026409,-0.9698191939103755,0.2424,0.0432
ai_boom_high_vol,LETF_3x_BH,20,2500,0.1571453819118852,-0.04554143945467861,-0.1817251917811983,0.5964,1.0,0.9868,0.648,-0.9307293420515189,-0.9898111585566531,0.158,0.0456
ai_boom_high_vol,LETF_3x_BH,40,2500,0.15477148850600098,0.018909702023376235,-0.08370244010133979,0.6268,1.0,1.0,0.9,-0.9682227015885121,-0.9964500509238746,0.0732,0.0256
ai_boom_high_vol,LETF_S9_35_12,10,2500,0.2023796795997589,0.0408513579103355,-0.055915802508656576,0.8116,0.5384,0.0468,0.0,-0.5096411159486864,-0.6480645229503109,0.0452,0.0
ai_boom_high_vol,LETF_S9_35_12,20,2500,0.20174301034452946,0.09066174393875799,0.01333681314024174,0.9116,0.8196,0.1192,0.0004,-0.5750535462958841,-0.7122637456308138,0.0076,0.0
ai_boom_high_vol,LETF_S9_35_12,40,2500,0.20130820404068894,0.12538901088750248,0.06825319258211517,0.9772,0.976,0.2548,0.0016,-0.6424197651655656,-0.7590164493146584,0.0,0.0
ai_boom_high_vol,LETF_S9_35_0,10,2500,0.19335723224716772,0.03581327338159466,-0.05370045662725977,0.7692,0.472,0.0364,0.0,-0.49196892825087873,-0.6353031059787406,0.0472,0.0
ai_boom_high_vol,LETF_S9_35_0,20,2500,0.19432220594058258,0.0855332659160369,0.004197554656493987,0.8668,0.7536,0.094,0.0004,-0.5562491701137682,-0.6938909688117967,0.0092,0.0
ai_boom_high_vol,LETF_S9_35_0,40,2500,0.19281104888898593,0.11994425966814737,0.06724975300430817,0.9516,0.9512,0.2004,0.0024,-0.6222849425099248,-0.7437528541385954,0.0,0.0
ai_boom_high_vol,FUT_VOL25,10,2500,0.19375538089531874,0.043162243166850044,-0.0652811445024214,0.8212,0.5308,0.0792,0.0004,-0.511301361381485,-0.686581389933488,0.04,0.0
ai_boom_high_vol,FUT_VOL25,20,2500,0.1897597503669719,0.08901215509625103,0.010519764494058307,0.916,0.8116,0.178,0.0012,-0.5942604114723283,-0.7410678169298879,0.0068,0.0
ai_boom_high_vol,FUT_VOL25,40,2500,0.18981335170199753,0.12397859156818765,0.06255119893218881,0.978,0.9728,0.3592,0.0048,-0.6632322659745075,-0.7933268851738606,0.0004,0.0
ai_boom_high_vol,FUT_35_12,10,2500,0.2154416059733807,0.05060469097579459,-0.0488908635794949,0.8508,0.5076,0.0408,0.0,-0.5019282471689915,-0.6406426509429727,0.0392,0.0
ai_boom_high_vol,FUT_35_12,20,2500,0.21478937516601793,0.1013971999619663,0.02283306640402407,0.9472,0.794,0.1,0.0004,-0.5668145985908842,-0.699816674806936,0.0068,0.0
ai_boom_high_vol,FUT_35_12,40,2500,0.2145281653742006,0.13727804694006535,0.07950108126029362,0.9888,0.9676,0.2144,0.0008,-0.6316291816285603,-0.747107449991218,0.0,0.0
ai_boom_high_vol,FUT_35_0,10,2500,0.20524800750900252,0.04420717062563857,-0.046943624869723546,0.8044,0.4516,0.034,0.0,-0.4865341854401069,-0.6282767594727715,0.0416,0.0
ai_boom_high_vol,FUT_35_0,20,2500,0.20523099730084982,0.09484434525056844,0.011104258019177627,0.9004,0.7272,0.0832,0.0004,-0.5511278660636983,-0.6869226580964903,0.0068,0.0
ai_boom_high_vol,FUT_35_0,40,2500,0.2039128841920429,0.12982002157719277,0.07548739817623219,0.9748,0.942,0.1824,0.002,-0.6147225641981813,-0.7363851646295804,0.0,0.0
ai_boom_high_vol,FUT_40_0,10,2500,0.21251151179630057,0.0402039563518682,-0.056730354830421346,0.8068,0.566,0.0568,0.0004,-0.5183001464868051,-0.6642373961438808,0.0444,0.0
ai_boom_high_vol,FUT_40_0,20,2500,0.21380032041329744,0.09300332290078066,0.005941663737032759,0.9044,0.8416,0.1388,0.0012,-0.5857794080016582,-0.7229267114007801,0.0084,0.0
ai_boom_high_vol,FUT_40_0,40,2500,0.21164835735159127,0.13208752814677666,0.07241440303922175,0.9764,0.98,0.286,0.0036,-0.6506778201059563,-0.7731264734552712,0.0,0.0
ai_boom_high_vol,FUT_2x_200DMA,10,2500,0.17692223294570886,0.02785299978595115,-0.057033931866188936,0.7444,0.462,0.0492,0.0004,-0.4887444486877788,-0.651792776184995,0.0532,0.0
ai_boom_high_vol,FUT_2x_200DMA,20,2500,0.17544472474704298,0.07263024067429757,-0.003371089251334872,0.8312,0.7372,0.122,0.0012,-0.5664934288426962,-0.7162297940760836,0.0116,0.0
ai_boom_high_vol,FUT_2x_200DMA,40,2500,0.17460626472597385,0.10567269819239278,0.05503938657037812,0.9064,0.9348,0.2448,0.0024,-0.6299756765243615,-0.762011336841498,0.0004,0.0
soft_landing_disinflation,MKT_1x,10,2500,0.09787618161731337,0.02543503009727071,-0.028120185263313866,0.0,0.0544,0.0012,0.0,-0.3150340246159925,-0.4554541434514184,0.0408,0.0
soft_landing_disinflation,MKT_1x,20,2500,0.09697778373720722,0.044870691584827836,0.002878379232109903,0.0,0.1132,0.0064,0.0,-0.373110742336853,-0.5101604299324906,0.0068,0.0
soft_landing_disinflation,MKT_1x,40,2500,0.09821643676640479,0.057607970995340006,0.025035998104060195,0.0,0.2312,0.0116,0.0,-0.42867912014221327,-0.5691491767361483,0.0008,0.0
soft_landing_disinflation,LETF_1p5_BH,10,2500,0.11641020877669839,0.006282636936161535,-0.0757213077600974,0.7388,0.3724,0.044,0.0004,-0.4568876534586397,-0.6366835253906623,0.088,0.0004
soft_landing_disinflation,LETF_1p5_BH,20,2500,0.11477075516765989,0.03544975300239468,-0.02697469826057722,0.7976,0.6088,0.1024,0.0028,-0.5338190152126591,-0.7021098435151651,0.0288,0.0
soft_landing_disinflation,LETF_1p5_BH,40,2500,0.11676489334152085,0.054187891468655255,0.00663563027989684,0.8684,0.8468,0.218,0.0056,-0.6073379952922877,-0.7608964827516952,0.006,0.0
