experiment_id,rebalance_date,signal_date,formation_date,model,top_n,eligible_rows,scored_rows,selected_rows,executed,nav_pre,nav_post_cost,gross_trade,turnover
momentum:10,2019-04-01,2019-03-29,2019-03-31,momentum,10,497,497,10,True,24155751.71168114,24111598.252078265,29435639.735249415,1.218576846069131
momentum:10,2019-07-01,2019-06-28,2019-06-30,momentum,10,493,493,10,True,24478445.84933085,24427071.937394425,34249274.624284185,1.3991605036976003
momentum:10,2019-10-01,2019-09-30,2019-09-30,momentum,10,493,493,10,True,23985504.89993588,23927991.450280722,38342299.77010434,1.59856129483465
momentum:20,2009-01-02,2008-12-31,2008-12-31,momentum,20,409,409,20,True,10000000.0,9985022.466300549,9985022.466300625,0.9985022466300625
momentum:20,2009-04-01,2009-03-31,2009-03-31,momentum,20,409,409,20,True,9005773.21112602,8991990.079499243,9188754.417851716,1.0203182117110872
momentum:20,2009-07-01,2009-06-30,2009-06-30,momentum,20,427,427,20,True,8981730.651888188,8962529.467726117,12800789.441380102,1.4252029967842612
momentum:20,2009-10-01,2009-09-30,2009-09-30,momentum,20,437,437,20,True,9462825.96134632,9441422.62146332,14268893.255334347,1.5078892197341274
momentum:20,2010-01-04,2009-12-31,2009-12-31,momentum,20,442,442,20,True,10931157.411750615,10912970.619421989,12124528.219083374,1.1091714959707677
momentum:20,2010-04-01,2010-03-31,2010-03-31,momentum,20,450,450,20,True,11670434.758538816,11645876.413421566,16372230.07816639,1.402880905202563
momentum:20,2010-07-01,2010-06-30,2010-06-30,momentum,20,450,450,20,True,9308562.801617526,9286242.33930972,14880308.205203373,1.5985612948346504
momentum:20,2010-10-01,2010-09-30,2010-09-30,momentum,20,450,450,20,True,10462931.421565808,10447195.932722032,10490325.895850774,1.002618240833396
momentum:20,2011-01-03,2010-12-31,2010-12-31,momentum,20,453,453,20,True,12090247.841677442,12069998.29919859,13499694.985901546,1.1165771920212806
momentum:20,2011-04-01,2011-03-31,2011-03-31,momentum,20,455,455,20,True,12447246.346593853,12421067.105540976,17452827.36858492,1.4021436454787308
momentum:20,2011-07-01,2011-06-30,2011-06-30,momentum,20,459,459,20,True,12474163.133751836,12447927.17050249,17490642.166230492,1.4021495453194268
momentum:20,2011-10-03,2011-09-30,2011-09-30,momentum,20,456,456,20,True,9642615.20669625,9619493.739520637,15414311.450408638,1.5985612948346495
momentum:20,2012-01-03,2011-12-30,2011-12-31,momentum,20,459,459,20,True,10877008.203595499,10862075.555541212,9955098.702858424,0.9152423641243252
momentum:20,2012-04-02,2012-03-30,2012-03-31,momentum,20,462,462,20,True,12296378.533453204,12279766.115441553,11074945.341100652,0.900667242064031
momentum:20,2012-07-02,2012-06-29,2012-06-30,momentum,20,464,464,20,True,11716377.56854411,11693540.908782342,15224439.841178186,1.2994152631315372
momentum:20,2012-10-01,2012-09-28,2012-09-30,momentum,20,466,466,20,True,12796994.419925557,12777582.979356607,12940960.379299471,1.0112499821950185
momentum:20,2013-01-02,2012-12-31,2012-12-31,momentum,20,471,471,20,True,13552315.085491108,13525899.957881825,17610085.072854854,1.2994152631315317
momentum:20,2013-04-01,2013-03-28,2013-03-31,momentum,20,472,472,20,True,15100715.705399076,15077424.787165498,15527278.822384577,1.028247874160891
momentum:20,2013-07-01,2013-06-28,2013-06-30,momentum,20,473,473,20,True,14889419.74482984,14860190.525980296,19486145.89969553,1.3087243313468844
momentum:20,2013-10-01,2013-09-30,2013-09-30,momentum,20,477,477,20,True,15895672.335995698,15864689.717119003,20655079.25113055,1.2994152631315374
momentum:20,2014-01-02,2013-12-31,2013-12-31,momentum,20,482,482,20,True,16747071.007071245,16719344.65390468,18484235.444376916,1.1037294483657574
momentum:20,2014-04-01,2014-03-31,2014-03-31,momentum,20,484,484,20,True,17853755.067798857,17826974.43519716,17853755.067798857,1.0
momentum:20,2014-07-01,2014-06-30,2014-06-30,momentum,20,484,484,20,True,18419155.416440226,18385987.421175312,22111996.843275238,1.200489183317218
momentum:20,2014-10-01,2014-09-30,2014-09-30,momentum,20,485,485,20,True,17082924.771598343,17041962.61808467,27308102.342449166,1.5985612948346501
momentum:20,2015-01-02,2014-12-31,2014-12-31,momentum,20,485,485,20,True,18131343.682367686,18101016.061205607,20218414.108052503,1.1151084256217836
momentum:20,2015-04-01,2015-03-31,2015-03-31,momentum,20,488,488,20,True,18837722.81994375,18800701.615417894,24680803.017236758,1.3101797522525844
momentum:20,2015-07-01,2015-06-30,2015-06-30,momentum,20,485,485,20,True,19215504.63006117,19178019.631760236,24989998.867287025,1.300512234697813
momentum:20,2015-10-01,2015-09-30,2015-09-30,momentum,20,481,481,20,True,17827961.01317611,17784859.51627349,28734331.26841118,1.611756456454807
momentum:20,2016-01-04,2015-12-31,2015-12-31,momentum,20,481,481,20,True,18112511.360078905,18085054.9000864,18304306.66166966,1.0105891059377599
momentum:20,2016-04-01,2016-03-31,2016-03-31,momentum,20,483,483,20,True,18694468.371903215,18657293.69378702,24783118.744129334,1.325692619394143
momentum:20,2016-07-01,2016-06-30,2016-06-30,momentum,20,484,484,20,True,18918294.10666786,18878477.584869735,26544347.865418103,1.403104725814702
momentum:20,2016-10-03,2016-09-30,2016-09-30,momentum,20,488,488,20,True,18272291.44374894,18225688.367820203,31068717.285825543,1.7003186152908225
momentum:20,2017-01-03,2016-12-30,2016-12-31,momentum,20,490,490,20,True,17863300.105814513,17828296.757815473,23335565.33269214,1.3063412244357022
momentum:20,2017-04-03,2017-03-31,2017-03-31,momentum,20,491,491,20,True,18278821.779080056,18242602.304779924,24146316.200088594,1.3209995967969792
momentum:20,2017-07-03,2017-06-30,2017-06-30,momentum,20,491,491,20,True,18484016.42835732,18455779.434945546,18824662.274517428,1.0184292113935531
momentum:20,2017-10-02,2017-09-29,2017-09-30,momentum,20,493,493,20,True,19056304.899363004,19021027.773374926,23518083.99205117,1.2341366343711948
momentum:20,2018-01-02,2017-12-29,2017-12-31,momentum,20,492,492,20,True,20542342.982848465,20505168.041896228,24783293.968159113,1.2064492345810587
momentum:20,2018-04-02,2018-03-29,2018-03-31,momentum,20,491,491,20,True,20660416.318507615,20620146.628047235,26846460.306920685,1.2994152631315374
momentum:20,2018-07-02,2018-06-29,2018-06-30,momentum,20,495,495,20,True,21971004.74609708,21932817.88149552,25457909.734374035,1.158704848893921
momentum:20,2018-10-01,2018-09-28,2018-09-30,momentum,20,496,496,20,True,23731197.30888511,23691409.387252547,26525281.088375248,1.1177388457532236
momentum:20,2019-01-02,2018-12-31,2018-12-31,momentum,20,496,496,20,True,18213412.040923424,18169493.433401987,29279071.680957012,1.6075555538506643
momentum:20,2019-04-01,2019-03-29,2019-03-31,momentum,20,497,497,20,True,20667766.152687702,20627395.93535261,26913478.22339585,1.3021957972896812
momentum:20,2019-07-01,2019-06-28,2019-06-30,momentum,20,493,493,20,True,20959042.679383505,20917942.822827566,27399904.370626166,1.3073070554686286
momentum:20,2019-10-01,2019-09-30,2019-09-30,momentum,20,493,493,20,True,20037693.716394547,19989646.49397538,32031481.61277978,1.5985612948346493
momentum:40,2009-01-02,2008-12-31,2008-12-31,momentum,40,409,409,40,True,10000000.0,9985022.466300549,9985022.466300625,0.9985022466300625
momentum:40,2009-04-01,2009-03-31,2009-03-31,momentum,40,409,409,40,True,8666449.832611859,8652725.804810893,9149351.867310438,1.0557208596398284
momentum:40,2009-07-01,2009-06-30,2009-06-30,momentum,40,427,427,40,True,8943433.58596284,8927639.341684902,10529496.18529137,1.177343811421369
momentum:40,2009-10-01,2009-09-30,2009-09-30,momentum,40,437,437,40,True,9378719.400421822,9356875.300359558,14562733.374842709,1.5527421978514175
momentum:40,2010-01-04,2009-12-31,2009-12-31,momentum,40,442,442,40,True,10488492.395002887,10469416.835722553,12717039.520222254,1.212475448452547
momentum:40,2010-04-01,2010-03-31,2010-03-31,momentum,40,450,450,40,True,11166657.341405794,11142945.435499987,15807937.270537961,1.4156373556769197
momentum:40,2010-07-01,2010-06-30,2010-06-30,momentum,40,450,450,40,True,9264418.38688848,9246674.895961814,11828993.951111156,1.2768199208114572
momentum:40,2010-10-01,2010-09-30,2010-09-30,momentum,40,450,450,40,True,10339398.235021247,10321381.837323708,12010931.798358709,1.1616664263569714
momentum:40,2011-01-03,2010-12-31,2010-12-31,momentum,40,453,453,40,True,11700690.348642524,11684653.51698987,10691221.101769835,0.9137256677346559
momentum:40,2011-04-01,2011-03-31,2011-03-31,momentum,40,455,455,40,True,12181256.584381849,12159233.224482747,14682239.932734976,1.2053140684648047
momentum:40,2011-07-01,2011-06-30,2011-06-30,momentum,40,459,459,40,True,12222038.410348004,12201715.3668946,13548695.635601873,1.1085463145108947
momentum:40,2011-10-03,2011-09-30,2011-09-30,momentum,40,456,456,40,True,9238246.191902194,9221622.335913567,11082570.659084814,1.1996401079675996
momentum:40,2012-01-03,2011-12-30,2011-12-31,momentum,40,459,459,40,True,10375107.712659193,10360101.848250607,10003909.605724562,0.96422224065378
momentum:40,2012-04-02,2012-03-30,2012-03-31,momentum,40,462,462,40,True,11433898.687698128,11415035.58432893,12575402.246131012,1.0998350247462874
momentum:40,2012-07-02,2012-06-29,2012-06-30,momentum,40,464,464,40,True,10923323.430954201,10902032.531168744,14193933.190304246,1.2994152631315379
momentum:40,2012-10-01,2012-09-28,2012-09-30,momentum,40,466,466,40,True,11533703.312244473,11510289.3700984,15609294.764048038,1.3533636457838145
momentum:40,2013-01-02,2012-12-31,2012-12-31,momentum,40,471,471,40,True,12281433.395092977,12263669.206428574,11842792.442935381,0.9642842217152882
momentum:40,2013-04-01,2013-03-28,2013-03-31,momentum,40,472,472,40,True,13509265.324975213,13486628.957728097,15090911.498077797,1.1170786223421432
momentum:40,2013-07-01,2013-06-28,2013-06-30,momentum,40,473,473,40,True,13457836.28184641,13429377.448527448,18972555.54597508,1.409777556260482
momentum:40,2013-10-01,2013-09-30,2013-09-30,momentum,40,477,477,40,True,14611538.142952498,14586132.66679708,16936984.103612874,1.1591513458685385
momentum:40,2014-01-02,2013-12-31,2013-12-31,momentum,40,482,482,40,True,15824006.01868568,15801064.105127404,15294609.038851349,0.9665446929678113
momentum:40,2014-04-01,2014-03-31,2014-03-31,momentum,40,484,484,40,True,16892599.90490149,16864624.05257631,18650568.21678581,1.1040673621456125
momentum:40,2014-07-01,2014-06-30,2014-06-30,momentum,40,484,484,40,True,17878874.31713106,17847908.100454755,20644144.450870585,1.1546669037820751
momentum:40,2014-10-01,2014-09-30,2014-09-30,momentum,40,485,485,40,True,16927409.14304176,16895624.414023895,21189819.345242664,1.2518052329321185
momentum:40,2015-01-02,2014-12-31,2014-12-31,momentum,40,485,485,40,True,17823932.61440763,17792994.655737367,20625305.780175343,1.1571691964041246
momentum:40,2015-04-01,2015-03-31,2015-03-31,momentum,40,488,488,40,True,18299980.99135153,18266758.178227775,22148542.08250254,1.2103041032102613
momentum:40,2015-07-01,2015-06-30,2015-06-30,momentum,40,485,485,40,True,18544478.33881404,18521695.671716835,15188444.731467796,0.819027877407477
momentum:40,2015-10-01,2015-09-30,2015-09-30,momentum,40,481,481,40,True,17583792.897317618,17553053.097174972,20493200.09509603,1.1654595919531239
momentum:40,2016-01-04,2015-12-31,2015-12-31,momentum,40,481,481,40,True,18314018.3077472,18291615.321876854,14935323.913563207,0.8155132130257434
momentum:40,2016-04-01,2016-03-31,2016-03-31,momentum,40,483,483,40,True,18715612.54263689,18680204.03248882,23605673.432048082,1.2612824388339372
momentum:40,2016-07-01,2016-06-30,2016-06-30,momentum,40,484,484,40,True,19087049.113628156,19053874.75383559,22116239.861711893,1.158703984573545
momentum:40,2016-10-03,2016-09-30,2016-09-30,momentum,40,488,488,40,True,18201753.89421655,18159339.764686905,28276086.353096467,1.5534814126940235
momentum:40,2017-01-03,2016-12-30,2016-12-31,momentum,40,490,490,40,True,18029704.023788385,17991748.02972762,25303996.04051011,1.4034615325422994
momentum:40,2017-04-03,2017-03-31,2017-03-31,momentum,40,491,491,40,True,18581634.243390605,18551866.988990653,19844836.266634878,1.0679812123464645
momentum:40,2017-07-03,2017-06-30,2017-06-30,momentum,40,491,491,40,True,18930121.949632533,18905418.106921215,16469228.474211374,0.8700011821387696
momentum:40,2017-10-02,2017-09-29,2017-09-30,momentum,40,493,493,40,True,20091470.782140903,20064983.93473552,17657898.270255048,0.8788753427624107
momentum:40,2018-01-02,2017-12-29,2017-12-31,momentum,40,492,492,40,True,21749663.078604452,21711905.684611175,25171595.995517444,1.1573326862372968
momentum:40,2018-04-02,2018-03-29,2018-03-31,momentum,40,491,491,40,True,21985544.250541277,21952407.739224367,22091007.54460641,1.0047969380636341
momentum:40,2018-07-02,2018-06-29,2018-06-30,momentum,40,495,495,40,True,23235269.691403575,23197678.305846706,25060923.704578284,1.0785725337997756
momentum:40,2018-10-01,2018-09-28,2018-09-30,momentum,40,496,496,40,True,25198090.35141296,25171193.2397488,17931407.776107322,0.7116177268211848
momentum:40,2019-01-02,2018-12-31,2018-12-31,momentum,40,496,496,40,True,19440928.075070634,19403897.64987812,24686950.12834356,1.2698442190113326
momentum:40,2019-04-01,2019-03-29,2019-03-31,momentum,40,497,497,40,True,22774534.836377572,22741407.11481994,22085147.70508788,0.9697299138602586
momentum:40,2019-07-01,2019-06-28,2019-06-30,momentum,40,493,493,40,True,23338238.06063093,23295986.725040473,28167557.060302787,1.206927317611795
momentum:40,2019-10-01,2019-09-30,2019-09-30,momentum,40,493,493,40,True,22601877.86770814,22549371.819155775,35004032.368243836,1.5487223040991192
quality_momentum:10,2009-01-02,2008-12-31,2008-12-31,quality_momentum,10,409,0,0,False,10000000.0,,,
quality_momentum:10,2009-04-01,2009-03-31,2009-03-31,quality_momentum,10,409,0,0,False,10000000.0,,,
quality_momentum:10,2009-07-01,2009-06-30,2009-06-30,quality_momentum,10,427,0,0,False,10000000.0,,,
quality_momentum:10,2009-10-01,2009-09-30,2009-09-30,quality_momentum,10,437,0,0,False,10000000.0,,,
quality_momentum:10,2010-01-04,2009-12-31,2009-12-31,quality_momentum,10,442,0,0,False,10000000.0,,,
quality_momentum:10,2010-04-01,2010-03-31,2010-03-31,quality_momentum,10,450,0,0,False,10000000.0,,,
quality_momentum:10,2010-07-01,2010-06-30,2010-06-30,quality_momentum,10,450,0,0,False,10000000.0,,,
quality_momentum:10,2010-10-01,2010-09-30,2010-09-30,quality_momentum,10,450,44,10,True,10000000.0,9985022.466300549,9985022.466300625,0.9985022466300625
quality_momentum:10,2011-01-03,2010-12-31,2010-12-31,quality_momentum,10,453,61,10,True,10996927.951897005,10983363.091995781,9043239.93414883,0.8223423826823237
quality_momentum:10,2011-04-01,2011-03-31,2011-03-31,quality_momentum,10,455,78,10,True,11090006.409855077,11066731.361423444,15516698.95442244,1.3991605036975998
quality_momentum:10,2011-07-01,2011-06-30,2011-06-30,quality_momentum,10,459,69,10,True,11386197.353768803,11368866.970061446,11553589.138238253,1.014701289576194
quality_momentum:10,2011-10-03,2011-09-30,2011-09-30,quality_momentum,10,456,78,10,True,8536763.095669404,8513741.461272372,15347756.264687343,1.7978425888933327
quality_momentum:10,2012-01-03,2011-12-30,2011-12-31,quality_momentum,10,459,79,10,True,9664972.410113268,9650135.398511222,9891341.068030387,1.0234215524174959
quality_momentum:10,2012-04-02,2012-03-30,2012-03-31,quality_momentum,10,462,99,10,True,10562673.879291665,10546829.868472727,10562673.879291665,1.0
quality_momentum:10,2012-07-02,2012-06-29,2012-06-30,quality_momentum,10,464,93,10,True,10346532.192469157,10327846.194245515,12457332.149094773,1.204010379261371
quality_momentum:10,2012-10-01,2012-09-28,2012-09-30,quality_momentum,10,466,87,10,True,10780987.84391476,10755136.739083713,17234069.887365002,1.5985612948346501
quality_momentum:10,2013-01-02,2012-12-31,2012-12-31,quality_momentum,10,471,86,10,True,11263797.346519105,11243528.59192175,13512503.064903341,1.1996401079675996
quality_momentum:10,2013-04-01,2013-03-28,2013-03-31,quality_momentum,10,472,110,10,True,11767733.165040737,11743019.343327329,16475881.142272418,1.4000896273904748
quality_momentum:10,2013-07-01,2013-06-28,2013-06-30,quality_momentum,10,473,109,10,True,11883226.772795238,11847630.486905687,23730857.259701107,1.9970044932601252
quality_momentum:10,2013-10-01,2013-09-30,2013-09-30,quality_momentum,10,477,98,10,True,13268296.909753036,13248394.464388406,13268296.909753036,1.0
quality_momentum:10,2014-01-02,2013-12-31,2013-12-31,quality_momentum,10,482,93,10,True,14098319.016985452,14068385.522820268,19955662.77678934,1.4154639821064516
quality_momentum:10,2014-04-01,2014-03-31,2014-03-31,quality_momentum,10,484,117,10,True,14943765.701996721,14921115.98678391,15099810.141873494,1.010442109638799
quality_momentum:10,2014-07-01,2014-06-30,2014-06-30,quality_momentum,10,484,115,10,True,16599478.920996906,16574110.785290869,16912090.47069185,1.0188326122273341
quality_momentum:10,2014-10-01,2014-09-30,2014-09-30,quality_momentum,10,485,104,10,True,15491817.55858726,15454670.628683565,24764619.935797416,1.59856129483465
quality_momentum:10,2015-01-02,2014-12-31,2014-12-31,quality_momentum,10,485,100,10,True,16628317.633026281,16603203.596197505,16742691.219184622,1.0068782416046214
quality_momentum:10,2015-04-01,2015-03-31,2015-03-31,quality_momentum,10,488,128,10,True,17339649.236267086,17298071.49806443,27718492.135105755,1.5985612948346495
quality_momentum:10,2015-07-01,2015-06-30,2015-06-30,quality_momentum,10,485,117,10,True,17832805.809045535,17800489.7694454,21544026.40009025,1.2081119836544305
quality_momentum:10,2015-10-01,2015-09-30,2015-09-30,quality_momentum,10,481,108,10,True,15755976.78571499,15717778.079808004,25465803.937989946,1.6162631034769157
quality_momentum:10,2016-01-04,2015-12-31,2015-12-31,quality_momentum,10,481,106,10,True,16066453.94476437,16032548.14784156,22603864.615206763,1.4068981676303725
quality_momentum:10,2016-04-01,2016-03-31,2016-03-31,quality_momentum,10,483,130,10,True,16657233.787272338,16621911.643483026,23548095.859540667,1.413685859265155
quality_momentum:10,2016-07-01,2016-06-30,2016-06-30,quality_momentum,10,484,122,10,True,16608186.723957125,16572987.404578876,23466212.918832287,1.4129304606735025
quality_momentum:10,2016-10-03,2016-09-30,2016-09-30,quality_momentum,10,488,109,10,True,15892330.438988967,15849472.576238997,28571908.499980226,1.7978425888933318
quality_momentum:10,2017-01-03,2016-12-30,2016-12-31,quality_momentum,10,490,112,10,True,15481778.709863288,15440028.008188667,27833801.116414294,1.7978425888933327
quality_momentum:10,2017-04-03,2017-03-31,2017-03-31,quality_momentum,10,491,137,10,True,16734094.782780675,16698974.256052878,23413684.485198796,1.3991605036976003
quality_momentum:10,2017-07-03,2017-06-30,2017-06-30,quality_momentum,10,491,127,10,True,16531087.076714227,16496392.61053284,23129644.12092436,1.3991605036975998
quality_momentum:10,2017-10-02,2017-09-29,2017-09-30,quality_momentum,10,493,106,10,True,18927285.776487578,18887562.310436588,26482310.700658783,1.3991605036976003
quality_momentum:10,2018-01-02,2017-12-29,2017-12-31,quality_momentum,10,492,107,10,True,20105807.3156593,20075078.878890447,20485624.51256713,1.01889091996878
quality_momentum:10,2018-04-02,2018-03-29,2018-03-31,quality_momentum,10,491,136,10,True,21487624.42409974,21442212.132132277,30274861.31164218,1.4089440840043255
quality_momentum:10,2018-07-02,2018-06-29,2018-06-30,quality_momentum,10,495,134,10,True,22930413.399998084,22878607.21929124,34537453.80456158,1.5061853967519165
quality_momentum:10,2018-10-01,2018-09-28,2018-09-30,quality_momentum,10,496,130,10,True,23554599.272872485,23518786.594080567,23875119.19461142,1.0136075302333023
quality_momentum:10,2019-01-02,2018-12-31,2018-12-31,quality_momentum,10,496,125,10,True,17452218.54319766,17415289.279854428,24619508.895487946,1.410680758698376
quality_momentum:10,2019-04-01,2019-03-29,2019-03-31,quality_momentum,10,497,141,10,True,19574760.602565184,19527823.420582812,31291454.654914893,1.59856129483465
quality_momentum:10,2019-07-01,2019-06-28,2019-06-30,quality_momentum,10,493,134,10,True,20336428.056252494,20281585.51155425,36561696.46549599,1.7978425888933327
quality_momentum:10,2019-10-01,2019-09-30,2019-09-30,quality_momentum,10,493,121,10,True,19467642.591122173,19415142.955688663,34999756.95567319,1.7978425888933323
quality_momentum:20,2009-01-02,2008-12-31,2008-12-31,quality_momentum,20,409,0,0,False,10000000.0,,,
quality_momentum:20,2009-04-01,2009-03-31,2009-03-31,quality_momentum,20,409,0,0,False,10000000.0,,,
quality_momentum:20,2009-07-01,2009-06-30,2009-06-30,quality_momentum,20,427,0,0,False,10000000.0,,,
quality_momentum:20,2009-10-01,2009-09-30,2009-09-30,quality_momentum,20,437,0,0,False,10000000.0,,,
quality_momentum:20,2010-01-04,2009-12-31,2009-12-31,quality_momentum,20,442,0,0,False,10000000.0,,,
quality_momentum:20,2010-04-01,2010-03-31,2010-03-31,quality_momentum,20,450,0,0,False,10000000.0,,,
quality_momentum:20,2010-07-01,2010-06-30,2010-06-30,quality_momentum,20,450,0,0,False,10000000.0,,,
quality_momentum:20,2010-10-01,2010-09-30,2010-09-30,quality_momentum,20,450,44,20,True,10000000.0,9985022.466300549,9985022.466300625,0.9985022466300625
quality_momentum:20,2011-01-03,2010-12-31,2010-12-31,quality_momentum,20,453,61,20,True,11225612.733841369,11213510.006360637,8068484.987155163,0.7187567555071137
quality_momentum:20,2011-04-01,2011-03-31,2011-03-31,quality_momentum,20,455,78,20,True,11463796.10108761,11443167.456698969,13752429.592427291,1.1996401079676
quality_momentum:20,2011-07-01,2011-06-30,2011-06-30,quality_momentum,20,459,69,20,True,11682519.419461366,11662969.280431755,13033426.019740865,1.1156348687962878
quality_momentum:20,2011-10-03,2011-09-30,2011-09-30,quality_momentum,20,456,78,20,True,9248885.541862087,9230858.327302009,12018143.040052196,1.2994152631315374
quality_momentum:20,2012-01-03,2011-12-30,2011-12-31,quality_momentum,20,459,79,20,True,10401946.39742656,10388994.309248649,8634725.451940946,0.8301067052294343
quality_momentum:20,2012-04-02,2012-03-30,2012-03-31,quality_momentum,20,462,99,20,True,11754662.460685266,11740552.632784074,9406551.934128376,0.8002400720216001
quality_momentum:20,2012-07-02,2012-06-29,2012-06-30,quality_momentum,20,464,93,20,True,11486931.850611908,11471270.034147898,10441210.976007145,0.9089643006327178
quality_momentum:20,2012-10-01,2012-09-28,2012-09-30,quality_momentum,20,466,87,20,True,12061390.641429028,12039638.403040757,14501492.258846818,1.2023068226508156
quality_momentum:20,2013-01-02,2012-12-31,2012-12-31,quality_momentum,20,471,86,20,True,12692588.546837606,12677191.964624517,10264388.142059138,0.8086914740978143
quality_momentum:20,2013-04-01,2013-03-28,2013-03-31,quality_momentum,20,472,110,20,True,13487915.090903034,13459471.201661184,18962592.82790022,1.4058950327089172
quality_momentum:20,2013-07-01,2013-06-28,2013-06-30,quality_momentum,20,473,109,20,True,13667607.731387125,13630749.420485461,24572207.26777556,1.797842588893333
quality_momentum:20,2013-10-01,2013-09-30,2013-09-30,quality_momentum,20,477,98,20,True,14701800.467989437,14675034.698857438,17843846.087999023,1.2137184235938199
quality_momentum:20,2014-01-02,2013-12-31,2013-12-31,quality_momentum,20,482,93,20,True,16033150.626853358,16011075.87497082,14716501.255025785,0.9178795607631626
quality_momentum:20,2014-04-01,2014-03-31,2014-03-31,quality_momentum,20,484,117,20,True,16556608.493517322,16526750.582525728,19905273.994396247,1.2022555224513571
quality_momentum:20,2014-07-01,2014-06-30,2014-06-30,quality_momentum,20,484,115,20,True,17968401.517495733,17943132.878677916,16845759.211877093,0.9375213034656683
quality_momentum:20,2014-10-01,2014-09-30,2014-09-30,quality_momentum,20,485,104,20,True,17011444.521664277,16980711.746025816,20488517.092306424,1.2043960797223336
quality_momentum:20,2015-01-02,2014-12-31,2014-12-31,quality_momentum,20,485,100,20,True,17805521.492801502,17781209.64206967,16207900.48788649,0.910273843674789
quality_momentum:20,2015-04-01,2015-03-31,2015-03-31,quality_momentum,20,488,128,20,True,18243891.82337536,18202837.43186115,27369594.34280432,1.5002059104371837
quality_momentum:20,2015-07-01,2015-06-30,2015-06-30,quality_momentum,20,485,117,20,True,18512073.326543126,18489209.82819188,15242332.234163098,0.8233725075142295
quality_momentum:20,2015-10-01,2015-09-30,2015-09-30,quality_momentum,20,481,108,20,True,17076508.50970097,17042853.557043787,22436635.104788743,1.313888907210906
quality_momentum:20,2016-01-04,2015-12-31,2015-12-31,quality_momentum,20,481,106,20,True,17933761.48790638,17906602.954210177,18105689.13080309,1.0095868144010194
quality_momentum:20,2016-04-01,2016-03-31,2016-03-31,quality_momentum,20,483,130,20,True,18629638.10634499,18598601.91952458,20690791.213605855,1.1106383868272172
quality_momentum:20,2016-07-01,2016-06-30,2016-06-30,quality_momentum,20,484,122,20,True,19009348.78695948,18977306.683008634,21361402.63389769,1.1237314267468084
quality_momentum:20,2016-10-03,2016-09-30,2016-09-30,quality_momentum,20,488,109,20,True,18346878.499010783,18302885.584236454,29328609.84955267,1.5985612948346495
quality_momentum:20,2017-01-03,2016-12-30,2016-12-31,quality_momentum,20,490,112,20,True,18046150.333158158,18000180.91769484,30646276.975544583,1.6982168722841038
quality_momentum:20,2017-04-03,2017-03-31,2017-03-31,quality_momentum,20,491,137,20,True,19135349.10724355,19092326.838453855,28681512.526461393,1.4988758431171874
quality_momentum:20,2017-07-03,2017-06-30,2017-06-30,quality_momentum,20,491,127,20,True,19466248.969421238,19433825.961424515,21615338.66448133,1.1104008121151647
quality_momentum:20,2017-10-02,2017-09-29,2017-09-30,quality_momentum,20,493,106,20,True,21672313.731039926,21626829.162945606,30323045.39621423,1.3991605036975998
quality_momentum:20,2018-01-02,2017-12-29,2017-12-31,quality_momentum,20,492,107,20,True,23041320.642905068,23002959.070474923,25574381.62009754,1.109935581230343
quality_momentum:20,2018-04-02,2018-03-29,2018-03-31,quality_momentum,20,491,136,20,True,24113927.771556623,24070089.81156055,29225306.66404967,1.2119679108652772
quality_momentum:20,2018-07-02,2018-06-29,2018-06-30,quality_momentum,20,495,134,20,True,25919906.496268127,25882804.91980264,24734384.31032445,0.9542620963499863
quality_momentum:20,2018-10-01,2018-09-28,2018-09-30,quality_momentum,20,496,130,20,True,27043626.69665788,27006780.35795651,24564225.80091485,0.9083184765285404
quality_momentum:20,2019-01-02,2018-12-31,2018-12-31,quality_momentum,20,496,125,20,True,21593197.272348635,21556776.094454847,24280785.262525674,1.1244645689232253
quality_momentum:20,2019-04-01,2019-03-29,2019-03-31,quality_momentum,20,497,141,20,True,25116148.697234113,25070953.188231792,30130339.33488022,1.1996401079675998
quality_momentum:20,2019-07-01,2019-06-28,2019-06-30,quality_momentum,20,493,134,20,True,26417853.84372422,26369956.800258342,31931362.310585693,1.2087038750186458
quality_momentum:20,2019-10-01,2019-09-30,2019-09-30,quality_momentum,20,493,121,20,True,25330228.374603316,25269490.49059987,40491922.668963276,1.5985612948346504
quality_momentum:40,2009-01-02,2008-12-31,2008-12-31,quality_momentum,40,409,0,0,False,10000000.0,,,
quality_momentum:40,2009-04-01,2009-03-31,2009-03-31,quality_momentum,40,409,0,0,False,10000000.0,,,
quality_momentum:40,2009-07-01,2009-06-30,2009-06-30,quality_momentum,40,427,0,0,False,10000000.0,,,
quality_momentum:40,2009-10-01,2009-09-30,2009-09-30,quality_momentum,40,437,0,0,False,10000000.0,,,
quality_momentum:40,2010-01-04,2009-12-31,2009-12-31,quality_momentum,40,442,0,0,False,10000000.0,,,
quality_momentum:40,2010-04-01,2010-03-31,2010-03-31,quality_momentum,40,450,0,0,False,10000000.0,,,
quality_momentum:40,2010-07-01,2010-06-30,2010-06-30,quality_momentum,40,450,0,0,False,10000000.0,,,
quality_momentum:40,2010-10-01,2010-09-30,2010-09-30,quality_momentum,40,450,44,40,True,10000000.0,9985022.466300549,9985022.466300625,0.9985022466300625
