experiment_id,rebalance_date,signal_date,formation_date,model,top_n,eligible_rows,scored_rows,selected_rows,executed,nav_pre,nav_post_cost,gross_trade,turnover
momentum:10,2012-01-03,2011-12-30,2011-12-31,momentum,10,459,459,10,True,10451385.739279063,10429450.990076102,14623166.135307606,1.3991605036975998
momentum:10,2012-04-02,2012-03-30,2012-03-31,momentum,10,462,462,10,True,11537626.042170558,11516864.543744178,13840998.950919282,1.1996401079676
momentum:10,2012-07-02,2012-06-29,2012-06-30,momentum,10,464,464,10,True,11437643.94126846,11416946.543291483,13798265.317985596,1.20639052840242
momentum:10,2012-10-01,2012-09-28,2012-09-30,momentum,10,466,466,10,True,12653735.403377213,12627178.493176244,17704606.80064542,1.3991605036976003
momentum:10,2013-01-02,2012-12-31,2012-12-31,momentum,10,471,471,10,True,13776300.005175516,13755629.05754632,13780631.752797356,1.000314434762615
momentum:10,2013-04-01,2013-03-28,2013-03-31,momentum,10,472,472,10,True,15273882.710523592,15245550.875189751,18887890.222560994,1.2366135435587298
momentum:10,2013-07-01,2013-06-28,2013-06-30,momentum,10,473,473,10,True,15249243.859180756,15217079.633034635,21442817.430746704,1.4061561103462272
momentum:10,2013-10-01,2013-09-30,2013-09-30,momentum,10,477,477,10,True,16096391.210056465,16062609.0578067,22521434.83317622,1.3991605036975998
momentum:10,2014-01-02,2013-12-31,2013-12-31,momentum,10,482,482,10,True,17096292.84283788,17070407.527940348,17256876.59835463,1.0093928992087908
momentum:10,2014-04-01,2014-03-31,2014-03-31,momentum,10,484,484,10,True,17916318.53646874,17884078.835013535,21493134.303471267,1.1996401079675996
momentum:10,2014-07-01,2014-06-30,2014-06-30,momentum,10,484,484,10,True,19324713.284717668,19283864.744064603,27232360.4353774,1.4091986791293427
momentum:10,2014-10-01,2014-09-30,2014-09-30,momentum,10,485,485,10,True,19290936.853764717,19250378.54608664,27038871.785384476,1.4016360112706352
momentum:10,2015-01-02,2014-12-31,2014-12-31,momentum,10,485,485,10,True,20612337.17365984,20581184.62223223,20768367.618406896,1.0075697599662035
momentum:10,2015-04-01,2015-03-31,2015-03-31,momentum,10,488,488,10,True,22369979.621590942,22342717.466186672,18174770.26951211,0.8124625313458166
momentum:10,2015-07-01,2015-06-30,2015-06-30,momentum,10,485,485,10,True,22306645.71324949,22273185.744679615,22306645.713249486,0.9999999999999998
momentum:10,2015-10-01,2015-09-30,2015-09-30,momentum,10,481,481,10,True,20493946.527312998,20438679.19249104,36844889.88130593,1.7978425888933331
momentum:10,2016-01-04,2015-12-31,2015-12-31,momentum,10,481,481,10,True,21591169.055156622,21557927.397869952,22161104.857779108,1.0263967088195425
momentum:10,2016-04-01,2016-03-31,2016-03-31,momentum,10,483,483,10,True,22386724.67087283,22345813.683492757,27273991.58671415,1.2183109404208692
momentum:10,2016-07-01,2016-06-30,2016-06-30,momentum,10,484,484,10,True,22789794.924219854,22741657.68719538,32091491.34964958,1.4081518265679673
momentum:10,2016-10-03,2016-09-30,2016-09-30,momentum,10,488,488,10,True,22401953.847086247,22348237.50256331,35810896.348624244,1.5985612948346493
momentum:10,2017-01-03,2016-12-30,2016-12-31,momentum,10,490,490,10,True,22325816.759283755,22285565.971206877,26833858.717919566,1.2019205840145235
momentum:10,2017-04-03,2017-03-31,2017-03-31,momentum,10,491,491,10,True,23029609.608684517,22987182.070176695,28285025.67188246,1.2282025684541398
momentum:10,2017-07-03,2017-06-30,2017-06-30,momentum,10,491,491,10,True,22706602.480788745,22658947.208742324,31770181.364281554,1.3991605036976
momentum:10,2017-10-02,2017-09-29,2017-09-30,momentum,10,493,493,10,True,23852867.449082546,23802277.16653991,33726855.02842228,1.4139539030440351
momentum:10,2018-01-02,2017-12-29,2017-12-31,momentum,10,492,492,10,True,26570194.519251198,26514430.56913085,37175966.74689871,1.3991605036975998
momentum:10,2018-04-02,2018-03-29,2018-03-31,momentum,10,491,491,10,True,26546089.94988932,26490376.589011088,37142240.58548894,1.3991605036976
momentum:10,2018-07-02,2018-06-29,2018-06-30,momentum,10,495,495,10,True,27893591.80517896,27835050.387238856,39027611.96006944,1.3991605036976
momentum:10,2018-10-01,2018-09-28,2018-09-30,momentum,10,496,496,10,True,28987992.616694536,28943826.718910128,29443931.856272265,1.0157285551161328
momentum:10,2019-01-02,2018-12-31,2018-12-31,momentum,10,496,496,10,True,20578482.164946962,20516839.182925154,41095321.34787242,1.9970044932601247
